"","racepctblack","racePctWhite","PctImmigRec5","PctRecImmig5","rapes","rapesPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1942",5.9,92.95,51.61,1,"6","41.65","1","6.94","333.19","2950.16"
"1943",9.5,87.42,26.47,1.67,"28","40.54","34","49.23","1461.01","7997.16"
"1944",0.54,98.25,41.29,0.53,"0","0","1","6.29","339.84","4285.71"
"1945",0.73,55.14,29.01,10.19,"12","37.21","13","40.31","1513.08","7255.36"
"1946",0.3,97.8,10.44,0.16,"10","25.22","19","47.91","398.42","6667.17"
"1948",0.86,84.65,28.84,7.01,"0","0","2","14.97","44.92","1849.22"
"1949",41.49,55.61,13.37,1.81,"4","20.51","2","10.25","446.04","4101.51"
"1950",34.84,64.8,0,0,"13","86.62","6","39.98","1059.43","8049.04"
"1951",6.52,85.19,12.41,0.71,"2","17.92","0","0","259.79","3878.89"
"1952",7.16,85.63,18.75,0.88,"265","87.05","109","35.8","510.78","5965.75"
"1953",0.79,97.02,6.44,0.25,"1","8.47","2","16.94","635.43","1914.77"
"1954",6.28,82.96,53.6,4.89,"19","32.56","1","1.71","219.36","3689.74"
"1955",0.31,98.06,7.5,0.57,"2","15.46","0","0","69.58","1469"
"1957",17.95,75.74,24.3,0.82,"1","4.65","3","13.96","255.89","2493.72"
"1958",4.08,84.07,23.53,1.28,"3","19.74","2","13.16","243.47","3395.41"
"1960",0.34,99.27,9.54,0.15,"4","26.91","1","6.73","148.02","2354.84"
"1962",0.58,98.4,32.66,0.48,"43","72.45","44","74.13","303.26","4355.15"
"1963",0.97,96.59,15.16,0.92,"6","16.41","11","30.08","246.09","4634.69"
"1964",1.71,77.95,19.08,2.38,"9","29.92","14","46.54","611.64","6867.67"
"1965",4.8,76.14,11.88,0.62,"194","69.14","214","76.26","792.93","9053.65"
"1967",2.07,95.9,3.18,0.17,"4","22.41","5","28.01","336.13","4711.48"
"1968",1.28,92.1,17.25,1.5,"28","60.62","13","28.15","517.46","3570.27"
"1969",0.6,97.87,4.9,0.27,"0","0","1","4.64","65.03","1467.72"
"1970",4.93,93.96,36.76,0.88,"4","26.49","3","19.87","291.41","10404.66"
"1971",0.29,98.87,37.16,0.73,"3","24.66","1","8.22","139.73","2885.09"
"1973",21.44,73.36,42.72,3.48,"83","93.11","24","26.92","1573.82","10452.52"
"1974",6.17,90.7,18.42,2.56,"12","15.81","12","15.81","502.05","8631.03"
"1975",2.43,55.56,28.33,12.18,"14","19.14","16","21.88","604.42","2998.85"
"1976",13.95,83.95,24.33,0.65,"58","128.21","38","84","499.59","9100.96"
"1977",7.39,70.79,27.88,4.31,"131","53.94","338","139.18","1636.75","7621.71"
"1978",1.85,96.23,17.9,1.59,"6","19.37","10","32.29","80.73","2676.96"
"1979",22.82,68.79,10.82,0.74,"22","68.57","20","62.34","377.16","2802.19"
"1980",1.72,95.26,11.26,1.03,"2","16.86","1","8.43","320.4","4460.37"
"1982",13.77,78.22,4.37,0.12,"51","71.6","8","11.23","306.05","2754.42"
"1983",18.08,80.73,9.71,0.27,"50","93.59","16","29.95","2493.17","7681.65"
"1985",4,76.72,20.16,12.18,"3","8.16","29","78.92","568.75","5284.79"
"1986",38.28,57.57,19.76,0.68,"92","107.62","59","69.02","2089.28","9898.93"
"1987",0.83,93.71,17.83,3.55,"2","11.17","2","11.17","122.88","4552.31"
"1988",1.72,96.8,22.07,0.92,"2","18.55","3","27.83","194.82","5445.77"
"1989",1.07,96.7,35.15,0.77,"3","22.99","2","15.33","30.66","5180.87"
"1990",0.44,89.58,18.68,1.3,"15","71.36","13","61.85","214.08","7759.28"
"1991",0.73,96.82,27.5,0.46,"103","93.31","29","26.27","430.31","4012.32"
"1992",6.19,93.34,5,0.03,"6","42.02","1","7","413.19","5448.56"
"1993",27.41,70.67,15.5,0.27,"61","33.44","95","52.08","430.93","3922.8"
"1994",30.19,68.13,22.1,0.33,"39","53.07","48","65.32","1271.02","8434.49"
"1995",6.04,82.74,12.09,0.74,"7","23.19","7","23.19","483.72","4346.82"
"1996",2.6,95.22,8.5,0.75,"1","6.03","0","0","96.55","3325.09"
"1997",15.84,78.84,16.93,0.36,"6","34.59","1","5.76","570.7","4767.39"
"1998",0.29,98.87,10.86,0.32,"2","12.99","2","12.99","64.94","3987.53"
"1999",0.11,97.85,2.24,0.24,"1","8.27","1","8.27","57.88","983.96"
"2000",14.25,84.1,17.14,0.31,"51","90.74","84","149.46","1368.23","10780.37"
"2001",0.73,94.36,9.67,0.81,"1","9.46","0","0","122.95","1134.97"
"2003",4.57,94.09,36.9,0.72,"24","109.32","12","54.66","264.2","4473.19"
"2004",0.25,98.73,5.01,0.23,"6","43.73","3","21.86","233.22","2973.54"
"2005",1.01,98.26,24.71,0.26,"4","25.15","0","0","591.05","3137.58"
"2006",50.34,49.31,9.46,0.04,"15","76.99","8","41.06","549.22","7365.77"
"2007",0.3,98.68,6.06,0.18,"0","0","2","16.08","64.3","1591.51"
"2008",1.11,69.63,32.66,9.51,"11","13.72","10","12.48","496.56","5910.02"
"2009",10.64,76.62,14.53,0.28,"17","142.21","9","75.29","2451.06","4810.11"
"2010",0.92,93.53,13.78,1.12,"6","19.46","4","12.97","194.55","3842.41"
"2012",47.04,52.28,23.01,0.35,"20","61.6","6","18.48","1678.68","8987.86"
"2013",9.75,67.31,19.03,3.28,"18","27.65","48","73.73","950.76","5320.55"
"2015",47.33,51.21,16.71,0.22,"56","53.59","127","121.53","1308.07","7757.52"
"2016",0.2,98.92,5.92,0.95,"4","20.69","23","118.99","331.11","2612.65"
"2017",14.17,84.01,13.06,3.26,"14","46","3","9.86","1938.43","6814.07"
"2018",3.44,95.17,14.16,0.29,"0","0","1","8.26","627.84","10698.06"
"2019",42.34,56.53,22.46,0.34,"87","44.15","70","35.52","860.21","5422.59"
"2020",2.98,90.88,18.03,1.68,"0","0","0","0","43.5","1822.05"
"2021",3,90.24,20.1,1.82,"10","18.32","5","9.16","487.28","5006.5"
"2022",0.97,47.05,25.84,10.09,"30","48.52","63","101.9","1285.83","5130.36"
"2023",0.24,98.4,5.86,0.17,"2","5.52","29","80.06","113.19","2225.17"
"2024",25.66,73.09,42.62,0.78,"0","0","0","0","47.11","2911.52"
"2025",1.06,94.78,16.91,1.04,"2","7.95","0","0","421.34","2857.94"
"2026",0.72,97.03,2.18,0.25,"1","3.49","0","0","296.26","4945.8"
"2027",1.29,96.46,15.72,1.47,"2","11.03","0","0","49.63","1637.81"
"2028",0.07,94.75,0,0,"6","35.31","0","0","94.16","3842.98"
"2029",7.17,91.55,22.84,0.35,"12","35.04","1","2.92","878.96","4497.01"
"2030",0.76,81.36,31.46,5.9,"4","29.14","3","21.86","480.87","2557.38"
"2031",3.01,54.55,24.21,6.4,"50","41.52","63","52.32","1219.94","5828.13"
"2032",12.24,84.18,23.39,0.98,"4","28.54","1","7.14","827.68","6243.31"
"2033",1.57,75.06,42.21,16.24,"0","0","0","0","111.83","1888.03"
"2034",10.71,78.21,35.91,5.42,"2","13.51","2","13.51","162.1","2512.49"
"2036",21.15,50.46,20.29,3.67,"65","58.01","80","71.4","1448.54","6903.54"
"2037",11.97,74.43,13.27,0.51,"3","28.29","1","9.43","622.29","5921.18"
"2038",7.41,79.38,27.97,2.56,"60","50.09","106","88.49","1218.85","4063.11"
"2039",2.86,84.88,27.61,1,"9","49.58","14","77.12","1509.31","11402.45"
"2040",0.22,96.44,14.58,0.37,"6","30.5","8","40.67","213.5","10009.15"
"2041",0.21,75.81,18.58,3.13,"12","50.51","5","21.05","534.6","5880.62"
"2042",1.28,97.13,5.16,0.26,"0","0","0","0","133.14","2135.59"
"2043",0.08,99.52,7.57,0.17,"1","8.85","1","8.85","8.85","1044.06"
"2044",9.53,89.56,24.38,0.23,"43","32.92","65","49.77","591.12","4872.89"
"2045",28.17,66.12,33.87,1.81,"100","122.39","35","42.84","1141.93","9484.24"
"2046",1.75,82.59,24.82,6.38,"16","15.97","114","113.81","491.18","4319.83"
"2048",34.09,62.72,29.12,0.75,"9","51.49","0","0","1590.48","7488.99"
"2049",5.18,88.3,23.04,11.82,"64","69.92","26","28.41","1981.89","16092.17"
"2050",5.33,78.85,26.33,3.37,"26","41.84","35","56.33","996.19","8001.67"
"2051",2.13,97.31,4.22,0.12,"1","8.69","0","0","60.84","2138.2"
"2052",44.76,54.32,26.11,0.28,"100","50.25","220","110.55","1291.41","10191.1"
"2054",2.09,92.15,55.73,3.35,"4","26.84","9","60.38","167.73","9111.04"
"2055",4.5,83.46,19.34,7.62,"1","7.77","2","15.55","583.07","5690.74"
"2056",1.62,95.15,25.46,1.78,"26","32.32","35","43.51","84.54","3252.32"
"2057",33.95,63.88,37.43,0.99,"105","52.6","96","48.09","861.57","6852"
"2058",4.7,94.74,9.52,0.04,"6","49.25","1","8.21","566.36","4399.57"
"2059",0.93,98.35,5.91,0.12,"6","53.65","0","0","89.41","3111.59"
"2060",4.27,87.43,54.64,5.92,"13","36.53","0","0","112.41","2242.52"
"2061",22.38,76.08,21.58,0.41,"517","138.25","246","65.78","1682.47","7349.19"
"2062",0.42,99.19,14.67,0.1,"1","9.22","2","18.43","82.95","1539.17"
"2064",4.6,67.74,21.52,4.8,"37","24.67","64","42.67","721.98","6100.46"
"2065",2.42,94.66,9.56,0.33,"0","0","1","5.35","416.93","3752.41"
"2066",0.72,97.22,16.67,1.2,"0","0","1","6.98","55.84","2450.09"
"2067",9.59,73.08,29.19,3.32,"24","47.64","27","53.6","867.49","8234.24"
"2068",0.58,97.78,19.89,0.59,"3","11.46","13","49.68","366.83","3148.64"
"2069",59.39,35.42,31.4,3.52,"19","121.13","2","12.75","2052.79","7331.38"
"2070",1.41,96.53,10.11,0.3,"6","35.23","1","5.87","399.23","4221.22"
"2071",0.93,97.24,21.53,1.26,"1","7.17","1","7.17","43.01","1791.99"
"2072",65.48,34.27,17.81,0.07,"19","104.61","25","137.64","765.29","6915.16"
"2073",2.01,95.12,20.74,1.39,"5","15.81","0","0","186.52","2045.4"
"2074",6.19,74.98,9.61,0.3,"4","27.05","3","20.29","243.47","3611.52"
"2075",4.7,93.59,14.58,0.1,"8","33.99","1","4.25","229.44","5633.92"
"2076",46.56,49.49,16.64,0.69,"834","168.46","656","132.51","1678.54","6534.58"
"2077",2.18,82.95,18.53,0.42,"87","84.49","56","54.38","1684.94","5183.01"
"2079",2.57,73.69,29.18,6.7,"28","29.46","20","21.04","482.97","5454.72"
"2080",0.38,95.16,63.58,2.21,"0","0","38","64.46","144.2","4906.1"
"2081",2.62,67.99,39.17,19.93,"77","26.34","492","168.33","1091.39","5601.65"
"2082",0.24,97.89,7.08,0.32,"4","12.12","17","51.49","196.89","4810.08"
"2083",0.23,98.52,5.84,0.05,"6","31.53","4","21.02","157.66","3084.93"
"2084",3.18,94.41,16.99,1.47,"0","0","0","0","112.63","788.39"
"2085",1.53,90.72,28.78,2.76,"9","22.59","7","17.57","542.11","4223.97"
"2086",4.99,86.37,4.73,0.04,"3","16.13","4","21.51","279.58","4946.5"
"2087",0.3,98.23,10.25,0.29,"8","12.95","42","68.01","236.43","4516.38"
"2088",2.75,93.77,9.51,0.71,"12","57.53","3","14.38","575.26","5690.32"
"2089",4.35,94.87,0,0,"12","54.13","2","9.02","460.14","4682.64"
"2090",7.39,89.3,15.36,2.5,"11","14.44","11","14.44","517.18","6195.61"
"2091",3.01,84.98,26.02,1.56,"79","45.31","83","47.61","817.33","7045.06"
"2092",17.06,81.38,31.44,0.63,"25","83.06","30","99.67","1122.96","10319.28"
"2093",21.46,77.22,31.14,0.35,"27","92","9","30.67","1090.36","9138.61"
"2094",10.46,67.07,28.06,2.11,"22","110.26","10","50.12","1047.46","8835.76"
"2095",6.89,90.73,35.51,0.84,"22","53.85","18","44.06","176.25","3732.99"
"2096",4.89,83.12,22.63,2.58,"20","20.83","27","28.11","214.51","4264.07"
"2097",6.15,65.56,26.55,3.19,"16","41.28","47","121.27","864.36","4561.76"
"2098",13.91,80.5,20.06,1.05,"181","41.52","200","45.88","286.27","4465.56"
"2099",24.95,72.68,15.96,0.48,"3","6.16","1","2.05","260.89","5367.71"
"2100",2.21,94.71,34.22,2.5,"0","0","2","12.49","480.89","4352.99"
"2101",5.19,81.69,30.29,2.61,"444","40.9","309","28.46","1097.07","7817.4"
"2102",27.77,71.36,10,0.03,"4","22.24","7","38.93","861.93","8013.12"
"2103",0.37,98.93,10.19,0.47,"5","41.25","1","8.25","90.74","2408.84"
"2104",0.47,97.44,18.47,1.26,"0","0","0","0","51.04","1173.9"
"2105",52.58,45.08,9.62,0.33,"5","42.09","0","0","336.7","3661.62"
"2106",0.69,79.46,18.39,3.77,"0","0","0","0","62.03","1036.87"
"2107",1.06,31.19,29.62,17.59,"14","25","16","28.58","1496.64","6797.4"
"2108",19.12,80.38,29.85,0.21,"18","84.57","3","14.1","930.28","4477.54"
"2109",1.58,90.57,13.98,2.16,"2","12.41","3","18.62","155.14","1725.21"
"2110",34.08,65.15,32.26,0.45,"1","8.39","4","33.57","478.35","2618.33"
"2111",0.63,98.18,11.39,0.34,"20","55.63","9","25.03","136.28","4361.01"
"2112",5.22,93.2,20.45,1.31,"8","49.48","7","43.29","408.19","2863.5"
"2113",2.4,82.55,34.54,3.05,"65","103.18","31","49.21","1219.13","11175.31"
"2114",10.98,88.31,7.59,0.07,"23","47.19","21","43.08","369.3","5030.67"
"2115",3.45,94.08,10.16,1.55,"2","14.65","0","0","109.84","3617.46"
"2116",2.14,95.84,38.5,0.95,"18","38.89","8","17.28","200.94","5237.34"
"2117",3.23,89.79,11.94,1.13,"4","5.53","5","6.92","208.93","4426.27"
"2118",2.01,95.29,11.08,1.3,"14","26.97","5","9.63","674.31","3941.82"
"2119",0.13,96.39,28.65,0.86,"11","14.46","6","7.89","76.24","4083.91"
"2120",1.1,95.8,49.08,2.53,"1","4.38","5","21.9","135.76","2583.75"
"2121",0.2,95.12,0,0,"4","32.51","0","0","463.3","3096.81"
"2122",1.2,95.64,27.42,1.06,"4","21.8","17","92.66","479.67","6230.24"
"2123",1.84,79.72,21.22,2.51,"3","17.31","3","17.31","756.05","5430.83"
"2124",1.6,97.01,9.9,0.51,"17","81.66","0","0","302.61","1681.16"
"2126",38.74,59.91,34.22,0.74,"4","21.72","8","43.44","1026.28","6798.44"
"2127",3.03,95.43,3.51,0.21,"4","35.18","0","0","219.86","2682.26"
"2128",12.96,72.35,16.74,0.83,"25","73.08","2","5.85","742.54","5712.28"
"2129",0.13,99.05,0.9,0.06,"5","43","2","17.2","137.59","1642.45"
"2130",3.88,93.5,11.44,0.73,"39","76.08","32","62.42","462.3","5670.54"
"2131",32.16,64.24,22.36,1.03,"39","76.08","20","39.02","2678.55","12667.04"
"2132",1.37,96.44,17.4,0.78,"2","8.63","6","25.9","189.92","4640.02"
"2133",0.41,98.44,10.96,0.56,"1","4.73","0","0","127.67","1584"
"2134",4.41,91.02,18.55,0.3,"31","67.2","29","62.86","901.76","7318.13"
"2135",1.53,87.27,23.25,2.67,"22","17.7","34","27.35","624.31","2540.67"
"2136",19.33,70.78,18.28,1.06,"62","71.59","33","38.1","952.59","6066.55"
"2137",4.18,93.84,10.42,0.49,"1","7.38","0","0","81.17","2627.11"
"2138",0.86,98.21,11.47,0.36,"7","58.74","5","41.96","243.35","2827.89"
"2139",1.06,97.4,24.08,0.92,"10","39.91","2","7.98","99.77","2913.24"
"2142",0.7,98.09,28.13,0.53,"5","20.35","4","16.28","73.27","2377.37"
"2143",2.86,93.83,13.77,1.4,"0","0","1","2.95","38.38","2323.73"
"2145",33.8,62.95,14.02,0.82,"7","23.77","20","67.91","648.56","6648.56"
"2146",5.9,93.09,35.96,0.58,"13","24.82","27","51.55","234.82","5064.91"
"2148",5.84,92.34,19.05,0.7,"0","0","1","7.43","156.08","1843.18"
"2149",2.69,95.74,8.21,0.16,"2","11.76","2","11.76","488.03","4004.23"
"2150",4.68,86.78,32.72,3.22,"22","27.34","11","13.67","272.13","5197.89"
"2151",1,87.99,45.61,2.92,"11","75.17","7","47.83","444.17","7031.57"
"2152",30.66,66.92,29.6,1.96,"7","22.81","6","19.56","404.15","3865.46"
"2154",12.19,76.65,23.46,0.77,"0","0","1","4.46","307.5","5699.9"
"2155",0.39,70,24.71,11.09,"4","19.01","5","23.76","822.2","8787.61"
"2156",0.82,97.7,12.34,0.91,"2","8.16","2","8.16","277.57","3188.02"
"2157",10.06,75.32,27.54,3.61,"356","67.01","320","60.23","1399.84","10458.26"
"2161",0.84,98.28,14.25,0.47,"1","8.47","1","8.47","321.82","2879.4"
"2162",0.4,98.35,10.34,0.37,"1","5","9","45.03","40.02","2496.5"
"2163",0.97,83.73,20.64,2.24,"106","80.47","77","58.45","1248.05","5748.3"
"2165",1.41,96.01,11.08,0.67,"4","24.8","2","12.4","130.22","1674.21"
"2166",0.49,98.82,0,0,"0","0","2","18.07","27.11","2683.9"
"2167",2.07,94.85,9.31,0.23,"3","10.55","4","14.07","432.61","1540.52"
"2168",2.47,94.85,7.43,0.76,"2","16.59","0","0","190.79","4180.84"
"2169",1.04,97.06,14.7,0.23,"9","32.24","0","0","275.83","2314.09"
"2170",0.93,93.01,12.5,0.43,"7","59.71","6","51.18","597.12","6218.54"
"2171",6.38,91.63,21.21,0.53,"4","21.65","2","10.83","422.22","5591.64"
"2172",0.57,92.78,13.93,1.31,"1","4.15","2","8.29","82.93","2550.07"
"2173",58.98,40.54,22.22,0.17,"21","73.9","0","0","700.29","7333.64"
"2174",26.61,69.13,68.05,3.1,"3","15.2","4","20.27","709.29","5314.62"
"2176",0.44,98.4,7.85,0.33,"8","43.72","6","32.79","426.25","2950.98"
"2177",0.08,98.5,39.07,0.96,"2","6.54","0","0","13.07","3555.44"
"2178",3.77,81.7,16.84,2.5,"7","19.54","9","25.12","605.74","3140.35"
"2179",1.54,96.68,60.13,0.86,"1","9.43","0","0","113.2","2546.93"
"2181",31.59,66.91,43.35,0.86,"4","21.43","0","0","353.53","4070.92"
"2182",49.25,50.28,0,0,"15","129.65","1","8.64","2333.62","7839.24"
"2183",0.38,92.74,24.16,0.92,"30","52.03","1","1.73","180.36","4498.47"
"2184",1.66,93.95,13.36,1.24,"2","9.86","3","14.8","172.63","4655.98"
"2185",10.64,88.59,13.51,0.05,"18","158.69","0","0","1313.59","9503.66"
"2186",40.25,59.13,51.99,0.35,"33","60.08","35","63.72","1691.21","9213.38"
"2187",0.96,91.35,29.74,4.01,"4","14.99","7","26.23","741.91","10532.82"
"2188",6.5,91.93,8.91,0.31,"3","19.13","0","0","216.85","3080.55"
"2189",6.88,84.07,42.43,8.68,"1","7.37","1","7.37","73.73","1946.47"
"2190",12.78,39.81,15.19,4.73,"1","5.07","3","15.22","324.66","2115.36"
"2191",0.51,96.35,18.74,1.58,"1","6.28","2","12.57","43.98","1042.91"
"2192",0.68,98.21,0,0,"4","29.14","2","14.57","254.93","3678.35"
"2193",26.16,66.61,18.94,3.26,"7","17.72","19","48.11","255.74","3385.32"
"2194",0.47,74.25,27.06,5,"7","18.83","16","43.05","492.4","6546.48"
"2195",0.49,88.58,43.61,4.03,"3","7.14","15","35.71","228.53","3601.69"
"2196",5.55,73.53,20.32,3.1,"3","13","5","21.66","485.18","2330.62"
"2198",7.81,88.63,22.63,0.99,"2","9.8","0","0","205.84","2024.11"
"2199",1.14,94.86,4.99,0.29,"1","8.08","5","40.4","234.34","3434.34"
"2200",1.03,97.2,7.01,0.32,"4","14.98","5","18.72","86.12","1748.67"
"2201",1.03,97.17,10.85,2.25,"9","10.01","0","0","640.62","1623.79"
"2202",9.34,86.88,13.94,0.52,"15","59.71","6","23.88","409.98","5835.29"
"2203",1.08,82.3,26.81,1.91,"4","24.37","7","42.64","255.86","5111.18"
"2204",8.32,60.62,27.63,8.12,"8","27.53","20","68.83","1996.15","5427.45"
"2205",0.75,94.72,14.59,0.62,"6","21.95","27","98.76","288.98","7107.32"
"2206",2.73,92.39,28.94,0.91,"6","32.87","2","10.96","372.56","3353.06"
"2207",4.26,89.42,26.53,0.64,"6","26.9","6","26.9","228.66","4183.11"
"2208",12.43,84.12,20.48,1.71,"5","9.46","10","18.92","285.73","5144.94"
"2209",0.11,95.49,13.33,0.23,"1","7.81","0","0","46.85","3817.93"
"2210",0.18,98.48,21.36,1.4,"0","0","0","0","132.87","1992.98"
"2211",6.87,61.68,35.12,6.64,"30","49.46","34","56.06","545.75","7356.84"
"2212",21.18,76.65,45.09,1.01,"4","33.09","2","16.55","124.1","5824.44"
"2213",0.52,92.62,9.03,0.66,"5","13.61","8","21.77","353.83","4654.2"
"2214",3.37,69.91,8.09,0.18,"2","15.71","1","7.85","691.17","5340.87"
"2215",2.39,71.27,39.5,6.51,"19","62.8","20","66.11","918.89","8838.5"
