,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,imputed_rapes,imputed_rapesR,imputed_ViolentCrimesPerPop,ViolentCrimesPerPopR,imputed_arsons,arsonsR,imputed_arsonsPerPop,arsonsPerPopR,imputed_nonViolPerPop,nonViolPerPopR,imputed_rapesPerPop,rapesPerPopR,,,,imputed_rapes,imputed_ViolentCrimesPerPop,imputed_arsons,imputed_arsonsPerPop,imputed_nonViolPerPop,imputed_rapesPerPop,
662,173,88.66,145,74.31,1424.74,11722.35,173,173,1424.74,1424.74,145,145,74.31,74.31,11722.35,11722.35,88.66,88.66,,,,173,1424.74,145,74.31,11722.35,88.66,
663,17,39.25,12,27.71,658.05,4167.63,17,17,658.05,658.05,12,12,27.71,27.71,4167.63,4167.63,39.25,39.25,,,,17,658.05,12,27.71,4167.63,39.25,
664,0,0,2,12.67,82.38,1907.48,0,0,82.38,82.38,2,2,12.67,12.67,1907.48,1907.48,0,0,,,,0,82.38,2,12.67,1907.48,0,
665,4,26.21,3,19.66,281.76,2974.9,4,4,281.76,281.76,3,3,19.66,19.66,2974.9,2974.9,26.21,26.21,,,,4,281.76,3,19.66,2974.9,26.21,
666,4,16.62,NA,NA,374.05,NA,4,4,374.05,374.05,0,12,0,6.11,2246.14,5823.11,16.62,16.62,,,,4,374.05,0,0,2246.14,16.62,
667,9,35.97,1,4,623.55,4592.69,9,9,623.55,623.55,1,1,4,4,4592.69,4592.69,35.97,35.97,,,,9,623.55,1,4,4592.69,35.97,
668,269,150.01,260,144.99,1629.43,9465.95,269,269,1629.43,1629.43,260,260,144.99,144.99,9465.95,9465.95,150.01,150.01,,,,269,1629.43,260,144.99,9465.95,150.01,
669,25,35.8,29,41.52,904.94,7150.73,25,25,904.94,904.94,29,29,41.52,41.52,7150.73,7150.73,35.8,35.8,,,,25,904.94,29,41.52,7150.73,35.8,
670,4,30.79,0,0,153.93,2285.85,4,4,153.93,153.93,0,0,0,0,2285.85,2285.85,30.79,30.79,,,,4,153.93,0,0,2285.85,30.79,
671,3,19.83,0,0,198.28,4586.91,3,3,198.28,198.28,0,0,0,0,4586.91,4586.91,19.83,19.83,,,,3,198.28,0,0,4586.91,19.83,
672,11,76.68,1,6.97,223.06,4642.41,11,11,223.06,223.06,1,1,6.97,6.97,4642.41,4642.41,76.68,76.68,,,,11,223.06,1,6.97,4642.41,76.68,
673,13,57.59,0,0,699.98,7323.23,13,13,699.98,699.98,0,0,0,0,7323.23,7323.23,57.59,57.59,,,,13,699.98,0,0,7323.23,57.59,
674,1,7.93,2,15.86,71.35,4043.13,1,1,71.35,71.35,2,2,15.86,15.86,4043.13,4043.13,7.93,7.93,,,,1,71.35,2,15.86,4043.13,7.93,
675,7,14.09,4,8.05,366.34,5410.63,7,7,366.34,366.34,4,4,8.05,8.05,5410.63,5410.63,14.09,14.09,,,,7,366.34,4,8.05,5410.63,14.09,
676,19,79.5,2,8.37,292.91,4946.02,19,19,292.91,292.91,2,2,8.37,8.37,4946.02,4946.02,79.5,79.5,,,,19,292.91,2,8.37,4946.02,79.5,
677,NA,NA,1,7.55,NA,3511.82,0,0,223.06,372.56,1,1,7.55,7.55,3511.82,3511.82,0,18.28,,,,0,223.06,1,7.55,3511.82,0,
678,3,21.07,0,0,252.9,5212.5,3,3,252.9,252.9,0,0,0,0,5212.5,5212.5,21.07,21.07,,,,3,252.9,0,0,5212.5,21.07,
679,8,36.83,NA,NA,626.09,NA,8,8,626.09,626.09,0,145,0,32.14,2246.14,3798.41,36.83,36.83,,,,8,626.09,0,0,2246.14,36.83,
680,0,0,2,13.86,408.98,4817.69,0,0,408.98,408.98,2,2,13.86,13.86,4817.69,4817.69,0,0,,,,0,408.98,2,13.86,4817.69,0,
681,6,21.17,11,38.81,105.84,2007.34,6,6,105.84,105.84,11,11,38.81,38.81,2007.34,2007.34,21.17,21.17,,,,6,105.84,11,38.81,2007.34,21.17,
682,5,38.28,6,45.94,145.47,2802.24,5,5,145.47,145.47,6,6,45.94,45.94,2802.24,2802.24,38.28,38.28,,,,5,145.47,6,45.94,2802.24,38.28,
683,18,32.02,4,7.12,327.36,4109.74,18,18,327.36,327.36,4,4,7.12,7.12,4109.74,4109.74,32.02,32.02,,,,18,327.36,4,7.12,4109.74,32.02,
684,0,0,3,17.49,99.13,1737.61,0,0,99.13,99.13,3,3,17.49,17.49,1737.61,1737.61,0,0,,,,0,99.13,3,17.49,1737.61,0,
685,5,7.01,1,1.4,68.68,1572.73,5,5,68.68,68.68,1,1,1.4,1.4,1572.73,1572.73,7.01,7.01,,,,5,68.68,1,1.4,1572.73,7.01,
686,10,20.45,24,49.09,560.45,5700.67,10,10,560.45,560.45,24,24,49.09,49.09,5700.67,5700.67,20.45,20.45,,,,10,560.45,24,49.09,5700.67,20.45,
687,281,47.61,461,78.11,1035.05,6961.87,281,281,1035.05,1035.05,461,461,78.11,78.11,6961.87,6961.87,47.61,47.61,,,,281,1035.05,461,78.11,6961.87,47.61,
688,2,12.93,0,0,303.91,2289.04,2,2,303.91,303.91,0,0,0,0,2289.04,2289.04,12.93,12.93,,,,2,303.91,0,0,2289.04,12.93,
689,12,35.21,10,29.34,534.04,3060.45,12,12,534.04,534.04,10,10,29.34,29.34,3060.45,3060.45,35.21,35.21,,,,12,534.04,10,29.34,3060.45,35.21,
690,3,21.53,0,0,674.75,1636.64,3,3,674.75,674.75,0,0,0,0,1636.64,1636.64,21.53,21.53,,,,3,674.75,0,0,1636.64,21.53,
691,14,89.06,4,25.45,1278.63,8396.95,14,14,1278.63,1278.63,4,4,25.45,25.45,8396.95,8396.95,89.06,89.06,,,,14,1278.63,4,25.45,8396.95,89.06,
692,12,75.49,18,113.24,509.56,4479.11,12,12,509.56,509.56,18,18,113.24,113.24,4479.11,4479.11,75.49,75.49,,,,12,509.56,18,113.24,4479.11,75.49,
693,0,0,1,4,151.91,1791,0,0,151.91,151.91,1,1,4,4,1791,1791,0,0,,,,0,151.91,1,4,1791,0,
694,1,8.77,1,8.77,70.19,3272.79,1,1,70.19,70.19,1,1,8.77,8.77,3272.79,3272.79,8.77,8.77,,,,1,70.19,1,8.77,3272.79,8.77,
695,2,10.77,2,10.77,350.03,5885.84,2,2,350.03,350.03,2,2,10.77,10.77,5885.84,5885.84,10.77,10.77,,,,2,350.03,2,10.77,5885.84,10.77,
696,4,20.61,4,20.61,159.72,2313.36,4,4,159.72,159.72,4,4,20.61,20.61,2313.36,2313.36,20.61,20.61,,,,4,159.72,4,20.61,2313.36,20.61,
697,36,100.23,7,19.49,860.27,6584.26,36,36,860.27,860.27,7,7,19.49,19.49,6584.26,6584.26,100.23,100.23,,,,36,860.27,7,19.49,6584.26,100.23,
698,31,51.04,24,39.52,321.08,6885.88,31,31,321.08,321.08,24,24,39.52,39.52,6885.88,6885.88,51.04,51.04,,,,31,321.08,24,39.52,6885.88,51.04,
699,4,18.23,16,72.94,989.2,5875.92,4,4,989.2,989.2,16,16,72.94,72.94,5875.92,5875.92,18.23,18.23,,,,4,989.2,16,72.94,5875.92,18.23,
700,7,38.13,7,38.13,403.14,5431.47,7,7,403.14,403.14,7,7,38.13,38.13,5431.47,5431.47,38.13,38.13,,,,7,403.14,7,38.13,5431.47,38.13,
701,1,8.11,6,48.69,592.34,5201.23,1,1,592.34,592.34,6,6,48.69,48.69,5201.23,5201.23,8.11,8.11,,,,1,592.34,6,48.69,5201.23,8.11,
702,NA,NA,2,13.13,NA,3295.26,0,1,223.06,44.92,2,2,13.13,13.13,3295.26,3295.26,0,30.4,,,,0,223.06,2,13.13,3295.26,0,
703,5,42.17,7,59.04,101.21,3500.34,5,5,101.21,101.21,7,7,59.04,59.04,3500.34,3500.34,42.17,42.17,,,,5,101.21,7,59.04,3500.34,42.17,
704,1,8.36,1,8.36,83.56,2105.79,1,1,83.56,83.56,1,1,8.36,8.36,2105.79,2105.79,8.36,8.36,,,,1,83.56,1,8.36,2105.79,8.36,
705,1,3.4,3,10.21,125.96,2995.85,1,1,125.96,125.96,3,3,10.21,10.21,2995.85,2995.85,3.4,3.4,,,,1,125.96,3,10.21,2995.85,3.4,
706,129,70.63,144,78.85,3047.66,9248.11,129,129,3047.66,3047.66,144,144,78.85,78.85,9248.11,9248.11,70.63,70.63,,,,129,3047.66,144,78.85,9248.11,70.63,
707,26,75.11,20,57.78,2507.51,9827.83,26,26,2507.51,2507.51,20,20,57.78,57.78,9827.83,9827.83,75.11,75.11,,,,26,2507.51,20,57.78,9827.83,75.11,
708,159,68.91,348,150.81,1171.84,10038.61,159,159,1171.84,1171.84,348,348,150.81,150.81,10038.61,10038.61,68.91,68.91,,,,159,1171.84,348,150.81,10038.61,68.91,
709,34,38.71,10,11.39,230,4965.56,34,34,230,230,10,10,11.39,11.39,4965.56,4965.56,38.71,38.71,,,,34,230,10,11.39,4965.56,38.71,
710,1,3.71,25,92.69,140.88,2828.75,1,1,140.88,140.88,25,25,92.69,92.69,2828.75,2828.75,3.71,3.71,,,,1,140.88,25,92.69,2828.75,3.71,
711,5,45.5,7,63.69,282.07,5050.05,5,5,282.07,282.07,7,7,63.69,63.69,5050.05,5050.05,45.5,45.5,,,,5,282.07,7,63.69,5050.05,45.5,
712,49,50.74,166,171.88,1274.62,7762.64,49,49,1274.62,1274.62,166,166,171.88,171.88,7762.64,7762.64,50.74,50.74,,,,49,1274.62,166,171.88,7762.64,50.74,
713,22,69.83,5,15.87,384.08,2482.22,22,22,384.08,384.08,5,5,15.87,15.87,2482.22,2482.22,69.83,69.83,,,,22,384.08,5,15.87,2482.22,69.83,
714,21,34.02,21,34.02,933.19,7180.35,21,21,933.19,933.19,21,21,34.02,34.02,7180.35,7180.35,34.02,34.02,,,,21,933.19,21,34.02,7180.35,34.02,
715,8,40.25,11,55.34,1232.52,7787.5,8,8,1232.52,1232.52,11,11,55.34,55.34,7787.5,7787.5,40.25,40.25,,,,8,1232.52,11,55.34,7787.5,40.25,
716,9,40.09,7,31.18,445.41,4164.63,9,9,445.41,445.41,7,7,31.18,31.18,4164.63,4164.63,40.09,40.09,,,,9,445.41,7,31.18,4164.63,40.09,
717,0,0,0,0,58.37,1916.34,0,0,58.37,58.37,0,0,0,0,1916.34,1916.34,0,0,,,,0,58.37,0,0,1916.34,0,
718,65,66.73,66,67.75,1565.55,8078.23,65,65,1565.55,1565.55,66,66,67.75,67.75,8078.23,8078.23,66.73,66.73,,,,65,1565.55,66,67.75,8078.23,66.73,
719,94,39.02,29,12.04,842.7,5502.07,94,94,842.7,842.7,29,29,12.04,12.04,5502.07,5502.07,39.02,39.02,,,,94,842.7,29,12.04,5502.07,39.02,
720,1,6.72,1,6.72,53.73,4103.43,1,1,53.73,53.73,1,1,6.72,6.72,4103.43,4103.43,6.72,6.72,,,,1,53.73,1,6.72,4103.43,6.72,
721,90,108.05,306,367.36,3530.78,12109.83,90,90,3530.78,3530.78,306,306,367.36,367.36,12109.83,12109.83,108.05,108.05,,,,90,3530.78,306,367.36,12109.83,108.05,
722,1,6.64,0,0,6.64,1592.89,1,1,6.64,6.64,0,0,0,0,1592.89,1592.89,6.64,6.64,,,,1,6.64,0,0,1592.89,6.64,
723,45,42.78,74,70.35,1318.6,4576.61,45,45,1318.6,1318.6,74,74,70.35,70.35,4576.61,4576.61,42.78,42.78,,,,45,1318.6,74,70.35,4576.61,42.78,
724,6,30.4,5,25.34,91.21,2153.53,6,6,91.21,91.21,5,5,25.34,25.34,2153.53,2153.53,30.4,30.4,,,,6,91.21,5,25.34,2153.53,30.4,
725,271,53.98,610,121.51,599.78,9773.95,271,271,599.78,599.78,610,610,121.51,121.51,9773.95,9773.95,53.98,53.98,,,,271,599.78,610,121.51,9773.95,53.98,
726,3,5.1,20,33.99,141.06,2659.71,3,3,141.06,141.06,20,20,33.99,33.99,2659.71,2659.71,5.1,5.1,,,,3,141.06,20,33.99,2659.71,5.1,
727,9,49.29,10,54.76,657.14,6149.72,9,9,657.14,657.14,10,10,54.76,54.76,6149.72,6149.72,49.29,49.29,,,,9,657.14,10,54.76,6149.72,49.29,
728,77,46.3,NA,NA,NA,NA,77,77,223.06,2333.62,0,89,0,0,2246.14,10038.61,46.3,46.3,,,,77,223.06,0,0,2246.14,46.3,
729,19,81.83,3,12.92,2885.57,5977.86,19,19,2885.57,2885.57,3,3,12.92,12.92,5977.86,5977.86,81.83,81.83,,,,19,2885.57,3,12.92,5977.86,81.83,
730,3,24.22,1,8.07,750.73,2542.78,3,3,750.73,750.73,1,1,8.07,8.07,2542.78,2542.78,24.22,24.22,,,,3,750.73,1,8.07,2542.78,24.22,
731,9,45.73,0,0,985.82,4019.51,9,9,985.82,985.82,0,0,0,0,4019.51,4019.51,45.73,45.73,,,,9,985.82,0,0,4019.51,45.73,
732,7,25.5,11,40.08,142.09,4080.44,7,7,142.09,142.09,11,11,40.08,40.08,4080.44,4080.44,25.5,25.5,,,,7,142.09,11,40.08,4080.44,25.5,
733,0,0,1,8.98,98.73,1337.28,0,0,98.73,98.73,1,1,8.98,8.98,1337.28,1337.28,0,0,,,,0,98.73,1,8.98,1337.28,0,
734,3,14.91,NA,NA,1441.78,NA,3,3,1441.78,1441.78,0,19,0,11.64,2246.14,6443.62,14.91,14.91,,,,3,1441.78,0,0,2246.14,14.91,
735,2,17.66,7,61.81,105.96,5792.49,2,2,105.96,105.96,7,7,61.81,61.81,5792.49,5792.49,17.66,17.66,,,,2,105.96,7,61.81,5792.49,17.66,
736,32,32.78,57,58.39,578.8,5007.38,32,32,578.8,578.8,57,57,58.39,58.39,5007.38,5007.38,32.78,32.78,,,,32,578.8,57,58.39,5007.38,32.78,
737,515,115.59,527,118.28,2460.11,10039.52,515,515,2460.11,2460.11,527,527,118.28,118.28,10039.52,10039.52,115.59,115.59,,,,515,2460.11,527,118.28,10039.52,115.59,
738,9,24.28,NA,NA,607.03,NA,9,9,607.03,607.03,0,11,0,29.1,2246.14,9531.77,24.28,24.28,,,,9,607.03,0,0,2246.14,24.28,
739,8,40.1,15,75.18,205.49,5117.28,8,8,205.49,205.49,15,15,75.18,75.18,5117.28,5117.28,40.1,40.1,,,,8,205.49,15,75.18,5117.28,40.1,
740,33,32.59,21,20.74,1174.32,4015.8,33,33,1174.32,1174.32,21,21,20.74,20.74,4015.8,4015.8,32.59,32.59,,,,33,1174.32,21,20.74,4015.8,32.59,
741,34,18.56,89,48.59,737.62,4494.53,34,34,737.62,737.62,89,89,48.59,48.59,4494.53,4494.53,18.56,18.56,,,,34,737.62,89,48.59,4494.53,18.56,
742,21,31.14,7,10.38,360.34,5492.62,21,21,360.34,360.34,7,7,10.38,10.38,5492.62,5492.62,31.14,31.14,,,,21,360.34,7,10.38,5492.62,31.14,
743,NA,NA,3,22.32,NA,2209.49,0,16,223.06,778.93,3,3,22.32,22.32,2209.49,2209.49,0,13.24,,,,0,223.06,3,22.32,2209.49,0,
744,4,24.85,6,37.27,105.6,3217.59,4,4,105.6,105.6,6,6,37.27,37.27,3217.59,3217.59,24.85,24.85,,,,4,105.6,6,37.27,3217.59,24.85,
745,22,19.72,50,44.83,305.72,2631.37,22,22,305.72,305.72,50,50,44.83,44.83,2631.37,2631.37,19.72,19.72,,,,22,305.72,50,44.83,2631.37,19.72,
746,NA,NA,9,26.96,NA,6203.2,0,14,223.06,487.18,9,9,26.96,26.96,6203.2,6203.2,0,40.18,,,,0,223.06,9,26.96,6203.2,0,
747,18,99.5,0,0,2089.44,9833.62,18,18,2089.44,2089.44,0,0,0,0,9833.62,9833.62,99.5,99.5,,,,18,2089.44,0,0,9833.62,99.5,
748,20,43.66,12,26.2,1477.94,7734.63,20,20,1477.94,1477.94,12,12,26.2,26.2,7734.63,7734.63,43.66,43.66,,,,20,1477.94,12,26.2,7734.63,43.66,
749,391,47.52,318,38.65,646.17,3857.83,391,391,646.17,646.17,318,318,38.65,38.65,3857.83,3857.83,47.52,47.52,,,,391,646.17,318,38.65,3857.83,47.52,
750,2,15.35,2,15.35,130.44,2654.8,2,2,130.44,130.44,2,2,15.35,15.35,2654.8,2654.8,15.35,15.35,,,,2,130.44,2,15.35,2654.8,15.35,
751,4,10.05,0,0,190.95,2756.14,4,4,190.95,190.95,0,0,0,0,2756.14,2756.14,10.05,10.05,,,,4,190.95,0,0,2756.14,10.05,
752,1,2.93,NA,NA,383.57,NA,1,1,383.57,383.57,0,27,0,8.09,2246.14,9568.77,2.93,2.93,,,,1,383.57,0,0,2246.14,2.93,
753,50,135.2,14,37.86,816.61,6800.61,50,50,816.61,816.61,14,14,37.86,37.86,6800.61,6800.61,135.2,135.2,,,,50,816.61,14,37.86,6800.61,135.2,
754,0,0,6,21.05,105.23,1918.69,0,0,105.23,105.23,6,6,21.05,21.05,1918.69,1918.69,0,0,,,,0,105.23,6,21.05,1918.69,0,
755,5,31.4,3,18.84,583.99,3679.75,5,5,583.99,583.99,3,3,18.84,18.84,3679.75,3679.75,31.4,31.4,,,,5,583.99,3,18.84,3679.75,31.4,
756,3,10.91,9,32.74,865.9,2670.45,3,3,865.9,865.9,9,9,32.74,32.74,2670.45,2670.45,10.91,10.91,,,,3,865.9,9,32.74,2670.45,10.91,
757,9,53.34,1,5.93,349.65,3662.44,9,9,349.65,349.65,1,1,5.93,5.93,3662.44,3662.44,53.34,53.34,,,,9,349.65,1,5.93,3662.44,53.34,
758,4,21.49,3,16.12,161.19,3868.68,4,4,161.19,161.19,3,3,16.12,16.12,3868.68,3868.68,21.49,21.49,,,,4,161.19,3,16.12,3868.68,21.49,
759,0,0,1,8.37,92.04,1773.91,0,0,92.04,92.04,1,1,8.37,8.37,1773.91,1773.91,0,0,,,,0,92.04,1,8.37,1773.91,0,
760,3,19.63,NA,NA,26.17,NA,3,3,26.17,26.17,0,2,0,5.37,2246.14,5753.71,19.63,19.63,,,,3,26.17,0,0,2246.14,19.63,
761,42,91.64,10,21.82,3414.57,11646.63,42,42,3414.57,3414.57,10,10,21.82,21.82,11646.63,11646.63,91.64,91.64,,,,42,3414.57,10,21.82,11646.63,91.64,
762,3,20.3,3,20.3,155.67,2260.58,3,3,155.67,155.67,3,3,20.3,20.3,2260.58,2260.58,20.3,20.3,,,,3,155.67,3,20.3,2260.58,20.3,
763,NA,NA,2,9.11,NA,3748.06,0,4,223.06,61.12,2,2,9.11,9.11,3748.06,3748.06,0,90.25,,,,0,223.06,2,9.11,3748.06,0,
764,5,14.64,8,23.43,676.45,5294.44,5,5,676.45,676.45,8,8,23.43,23.43,5294.44,5294.44,14.64,14.64,,,,5,676.45,8,23.43,5294.44,14.64,
765,356,65.42,389,71.49,1787.2,7428.52,356,356,1787.2,1787.2,389,389,71.49,71.49,7428.52,7428.52,65.42,65.42,,,,356,1787.2,389,71.49,7428.52,65.42,
766,2,15.29,8,61.15,68.8,3730.32,2,2,68.8,68.8,8,8,61.15,61.15,3730.32,3730.32,15.29,15.29,,,,2,68.8,8,61.15,3730.32,15.29,
767,5,15.9,16,50.89,728.37,5655.22,5,5,728.37,728.37,16,16,50.89,50.89,5655.22,5655.22,15.9,15.9,,,,5,728.37,16,50.89,5655.22,15.9,
768,154,99.59,96,62.08,1960.67,8666.52,154,154,1960.67,1960.67,96,96,62.08,62.08,8666.52,8666.52,99.59,99.59,,,,154,1960.67,96,62.08,8666.52,99.59,
769,4,30.18,1,7.54,286.66,4277.31,4,4,286.66,286.66,1,1,7.54,7.54,4277.31,4277.31,30.18,30.18,,,,4,286.66,1,7.54,4277.31,30.18,
770,0,0,5,15.9,216.2,3634.11,0,0,216.2,216.2,5,5,15.9,15.9,3634.11,3634.11,0,0,,,,0,216.2,5,15.9,3634.11,0,
771,0,0,2,14.39,86.34,3144.34,0,0,86.34,86.34,2,2,14.39,14.39,3144.34,3144.34,0,0,,,,0,86.34,2,14.39,3144.34,0,
772,3,8.43,4,11.24,137.66,2778.4,3,3,137.66,137.66,4,4,11.24,11.24,2778.4,2778.4,8.43,8.43,,,,3,137.66,4,11.24,2778.4,8.43,
773,0,0,7,47.58,20.39,1549.65,0,0,20.39,20.39,7,7,47.58,47.58,1549.65,1549.65,0,0,,,,0,20.39,7,47.58,1549.65,0,
774,3,17.55,3,17.55,988.71,2983.68,3,3,988.71,988.71,3,3,17.55,17.55,2983.68,2983.68,17.55,17.55,,,,3,988.71,3,17.55,2983.68,17.55,
775,3,18.75,0,0,393.73,3049.81,3,3,393.73,393.73,0,0,0,0,3049.81,3049.81,18.75,18.75,,,,3,393.73,0,0,3049.81,18.75,
776,42,219.67,10,52.3,564.85,4979.08,42,42,564.85,564.85,10,10,52.3,52.3,4979.08,4979.08,219.67,219.67,,,,42,564.85,10,52.3,4979.08,219.67,
777,4,25.08,7,43.9,363.7,2627.45,4,4,363.7,363.7,7,7,43.9,43.9,2627.45,2627.45,25.08,25.08,,,,4,363.7,7,43.9,2627.45,25.08,
778,0,0,0,0,116.1,1736.87,0,0,116.1,116.1,0,0,0,0,1736.87,1736.87,0,0,,,,0,116.1,0,0,1736.87,0,
779,4,16.17,4,16.17,80.84,1240.86,4,4,80.84,80.84,4,4,16.17,16.17,1240.86,1240.86,16.17,16.17,,,,4,80.84,4,16.17,1240.86,16.17,
780,1,6.86,1,6.86,260.79,4879.56,1,1,260.79,260.79,1,1,6.86,6.86,4879.56,4879.56,6.86,6.86,,,,1,260.79,1,6.86,4879.56,6.86,
781,6,12.48,NA,NA,166.4,NA,6,6,166.4,166.4,0,3,0,61.12,2246.14,4218.33,12.48,12.48,,,,6,166.4,0,0,2246.14,12.48,
782,NA,NA,5,34.86,NA,14440.11,0,21,223.06,234.68,5,5,34.86,34.86,14440.11,14440.11,0,16.13,,,,0,223.06,5,34.86,14440.11,0,
783,4,16.85,2,8.42,724.52,9448.19,4,4,724.52,724.52,2,2,8.42,8.42,9448.19,9448.19,16.85,16.85,,,,4,724.52,2,8.42,9448.19,16.85,
784,298,60.62,NA,NA,2038.98,NA,298,298,2038.98,2038.98,0,1,0,41.52,2246.14,5340.46,60.62,60.62,,,,298,2038.98,0,0,2246.14,60.62,
785,36,107.36,NA,NA,2982.31,NA,36,36,2982.31,2982.31,0,13,0,52.08,2246.14,3413.65,107.36,107.36,,,,36,2982.31,0,0,2246.14,107.36,
786,9,15.46,2,3.44,893.29,4078.2,9,9,893.29,893.29,2,2,3.44,3.44,4078.2,4078.2,15.46,15.46,,,,9,893.29,2,3.44,4078.2,15.46,
787,28,27.89,46,45.82,514.99,3743.36,28,28,514.99,514.99,46,46,45.82,45.82,3743.36,3743.36,27.89,27.89,,,,28,514.99,46,45.82,3743.36,27.89,
788,12,48.58,33,133.61,708.53,5299.81,12,12,708.53,708.53,33,33,133.61,133.61,5299.81,5299.81,48.58,48.58,,,,12,708.53,33,133.61,5299.81,48.58,
789,3,11.66,0,0,69.94,2121.46,3,3,69.94,69.94,0,0,0,0,2121.46,2121.46,11.66,11.66,,,,3,69.94,0,0,2121.46,11.66,
790,13,21.1,21,34.09,160.72,3298.75,13,13,160.72,160.72,21,21,34.09,34.09,3298.75,3298.75,21.1,21.1,,,,13,160.72,21,34.09,3298.75,21.1,
791,NA,NA,14,72.17,NA,6088.26,0,2,223.06,1082.63,14,14,72.17,72.17,6088.26,6088.26,0,9.26,,,,0,223.06,14,72.17,6088.26,0,
792,6,10.77,11,19.75,441.72,2813.69,6,6,441.72,441.72,11,11,19.75,19.75,2813.69,2813.69,10.77,10.77,,,,6,441.72,11,19.75,2813.69,10.77,
793,122,59.18,52,25.23,1076.95,7955.35,122,122,1076.95,1076.95,52,52,25.23,25.23,7955.35,7955.35,59.18,59.18,,,,122,1076.95,52,25.23,7955.35,59.18,
794,NA,NA,1,4.95,NA,2907.96,0,7,223.06,536.18,1,1,4.95,4.95,2907.96,2907.96,0,8.49,,,,0,223.06,1,4.95,2907.96,0,
795,40,85.24,NA,NA,2186.47,NA,40,40,2186.47,2186.47,0,1,0,0,2246.14,3264.87,85.24,85.24,,,,40,2186.47,0,0,2246.14,85.24,
796,9,51.02,NA,NA,136.06,NA,9,9,136.06,136.06,0,6,0,58.99,2246.14,1173.9,51.02,51.02,,,,9,136.06,0,0,2246.14,51.02,
797,9,12.83,25,35.64,64.14,3807.28,9,9,64.14,64.14,25,25,35.64,35.64,3807.28,3807.28,12.83,12.83,,,,9,64.14,25,35.64,3807.28,12.83,
798,NA,NA,13,30.4,NA,5240.51,0,11,223.06,1143.9,13,13,30.4,30.4,5240.51,5240.51,0,8.96,,,,0,223.06,13,30.4,5240.51,0,
799,13,97.93,2,15.07,851.22,6410.55,13,13,851.22,851.22,2,2,15.07,15.07,6410.55,6410.55,97.93,97.93,,,,13,851.22,2,15.07,6410.55,97.93,
800,3,15.5,8,41.34,242.89,4382.43,3,3,242.89,242.89,8,8,41.34,41.34,4382.43,4382.43,15.5,15.5,,,,3,242.89,8,41.34,4382.43,15.5,
801,2,15.87,5,39.69,103.18,1690.61,2,2,103.18,103.18,5,5,39.69,39.69,1690.61,1690.61,15.87,15.87,,,,2,103.18,5,39.69,1690.61,15.87,
802,94,89.99,13,12.45,2109.96,9737.98,94,94,2109.96,2109.96,13,13,12.45,12.45,9737.98,9737.98,89.99,89.99,,,,94,2109.96,13,12.45,9737.98,89.99,
803,17,28.06,29,47.87,402.75,4874.22,17,17,402.75,402.75,29,29,47.87,47.87,4874.22,4874.22,28.06,28.06,,,,17,402.75,29,47.87,4874.22,28.06,
804,NA,NA,7,41.89,NA,3482.74,0,3,223.06,1523.3,7,7,41.89,41.89,3482.74,3482.74,0,49.62,,,,0,223.06,7,41.89,3482.74,0,
805,7,38.78,0,0,559.59,4770.35,7,7,559.59,559.59,0,0,0,0,4770.35,4770.35,38.78,38.78,,,,7,559.59,0,0,4770.35,38.78,
806,12,18.55,12,18.55,265.95,5201.39,12,12,265.95,265.95,12,12,18.55,18.55,5201.39,5201.39,18.55,18.55,,,,12,265.95,12,18.55,5201.39,18.55,
807,9,47.69,8,42.39,1012.03,7900.17,9,9,1012.03,1012.03,8,8,42.39,42.39,7900.17,7900.17,47.69,47.69,,,,9,1012.03,8,42.39,7900.17,47.69,
808,NA,NA,2,16.91,NA,4083.88,0,0,223.06,459.24,2,2,16.91,16.91,4083.88,4083.88,0,20.34,,,,0,223.06,2,16.91,4083.88,0,
809,658,103.02,1029,161.1,1118.78,7860.14,658,658,1118.78,1118.78,1029,1029,161.1,161.1,7860.14,7860.14,103.02,103.02,,,,658,1118.78,1029,161.1,7860.14,103.02,
810,22,41.31,30,56.34,572.76,4499.45,22,22,572.76,572.76,30,30,56.34,56.34,4499.45,4499.45,41.31,41.31,,,,22,572.76,30,56.34,4499.45,41.31,
811,8,64.42,6,48.32,2584.96,13802.54,8,8,2584.96,2584.96,6,6,48.32,48.32,13802.54,13802.54,64.42,64.42,,,,8,2584.96,6,48.32,13802.54,64.42,
812,NA,NA,7,61.68,NA,5340.15,0,44,223.06,348.32,7,7,61.68,61.68,5340.15,5340.15,0,36.09,,,,0,223.06,7,61.68,5340.15,0,
813,2,10.24,2,10.24,450.38,4601.05,2,2,450.38,450.38,2,2,10.24,10.24,4601.05,4601.05,10.24,10.24,,,,2,450.38,2,10.24,4601.05,10.24,
814,55,37.52,56,38.2,984.34,4941.47,55,55,984.34,984.34,56,56,38.2,38.2,4941.47,4941.47,37.52,37.52,,,,55,984.34,56,38.2,4941.47,37.52,
815,8,63,0,0,259.88,3016.22,8,8,259.88,259.88,0,0,0,0,3016.22,3016.22,63,63,,,,8,259.88,0,0,3016.22,63,
816,10,41.61,7,29.12,711.46,7368.42,10,10,711.46,711.46,7,7,29.12,29.12,7368.42,7368.42,41.61,41.61,,,,10,711.46,7,29.12,7368.42,41.61,
